"Year","Team","Position","WAA"
2015,"NYM","RF",2.5
2015,"NYY","RF",-1.2
2015,"OAK","RF",1
2015,"PHI","RF",-1.7
2015,"PIT","RF",-0.3
2015,"SDP","RF",-1.7
2015,"SEA","RF",1
2015,"SFG","RF",-0.1
2015,"STL","RF",4.6
2015,"TBR","RF",0.2
2015,"TEX","RF",0.6
2015,"TOR","RF",1.2
2015,"WSN","RF",6.4
2016,"ARI","RF",-2.5
2016,"ATL","RF",-0.5
2016,"BAL","RF",-1.2
2016,"BOS","RF",7.1
2016,"CHC","RF",-0.2
2016,"CHW","RF",2.6
2016,"CIN","RF",-1.1
2016,"CLE","RF",-0.2
2016,"COL","RF",-0.3
2016,"DET","RF",-1.5
2016,"HOU","RF",2.4
2016,"KCR","RF",0.6
2016,"LAA","RF",0.6
2016,"LAD","RF",-0.6
2016,"MIA","RF",0.8
2016,"MIL","RF",-2.3
2016,"MIN","RF",-0.4
2016,"NYM","RF",0
2016,"NYY","RF",-1.7
2016,"OAK","RF",-0.6
2016,"PHI","RF",-1.9
2016,"PIT","RF",-0.3
2016,"SDP","RF",-1.6
2016,"SEA","RF",-0.5
2016,"SFG","RF",0.2
2016,"STL","RF",0.5
2016,"TBR","RF",-1.9
2016,"TEX","RF",-1.8
2016,"TOR","RF",-0.9
2016,"WSN","RF",-0.7
2017,"ARI","RF",1.8
2017,"ATL","RF",-1.4
2017,"BAL","RF",-1.9
2017,"BOS","RF",3.9
2017,"CHC","RF",0.5
2017,"CHW","RF",2
2017,"CIN","RF",-0.7
2017,"CLE","RF",-0.8
2017,"COL","RF",-2.4
2017,"DET","RF",-0.3
2017,"HOU","RF",2.9
2017,"KCR","RF",-3.3
2017,"LAA","RF",-0.6
2017,"LAD","RF",1.2
2017,"MIA","RF",5.3
2017,"MIL","RF",0.6
2017,"MIN","RF",-0.3
2017,"NYM","RF",0.4
2017,"NYY","RF",5
2017,"OAK","RF",-0.3
2017,"PHI","RF",-2.2
2017,"PIT","RF",-2
2017,"SDP","RF",-1.3
2017,"SEA","RF",0.8
2017,"SFG","RF",-2.8
2017,"STL","RF",-0.9
2017,"TBR","RF",2
2017,"TEX","RF",-2.4
2017,"TOR","RF",-3.1
2017,"WSN","RF",2.1
2018,"ARI","RF",-2.5
2018,"ATL","RF",0.6
2018,"BAL","RF",-2
2018,"BOS","RF",8
2018,"CHC","RF",0.9
2018,"CHW","RF",-2.4
2018,"CIN","RF",-1.5
2018,"CLE","RF",-1.5
2018,"COL","RF",-1.8
2018,"DET","RF",0.3
2018,"HOU","RF",0.2
2018,"KCR","RF",-1.3
2018,"LAA","RF",-2.1
2018,"LAD","RF",0.8
2018,"MIA","RF",-1.1
2018,"MIL","RF",2.8
2018,"MIN","RF",0.7
2018,"NYM","RF",-0.4
2018,"NYY","RF",3.8
2018,"OAK","RF",0.8
2018,"PHI","RF",-2.7
2018,"PIT","RF",0.1
2018,"SDP","RF",0.7
2018,"SEA","RF",2.9
2018,"SFG","RF",-0.4
2018,"STL","RF",-1.3
2018,"TBR","RF",-0.1
2018,"TEX","RF",-1.2
2018,"TOR","RF",-0.2
2018,"WSN","RF",-0.6
2019,"ARI","RF",-2.2
2019,"ATL","RF",0
2019,"BAL","RF",0
2019,"BOS","RF",4
2019,"CHC","RF",0.2
2019,"CHW","RF",-3.9
2019,"CIN","RF",0.1
2019,"CLE","RF",0.3
2019,"COL","RF",-0.1
2019,"DET","RF",-2.3
2019,"HOU","RF",1.8
2019,"KCR","RF",0.2
2019,"LAA","RF",0.3
2019,"LAD","RF",5.3
2019,"MIA","RF",-0.9
2019,"MIL","RF",4.7
2019,"MIN","RF",1.2
2019,"NYM","RF",1.5
2019,"NYY","RF",4
2019,"OAK","RF",0.1
2019,"PHI","RF",2
2019,"PIT","RF",-2.8
2019,"SDP","RF",-0.6
2019,"SEA","RF",-1
2019,"SFG","RF",-0.9
2019,"STL","RF",-0.9
2019,"TBR","RF",0.9
2019,"TEX","RF",-1
2019,"TOR","RF",-2.3
2019,"WSN","RF",-0.4
2015,"ARI","OF.All",8.4
2015,"ATL","OF.All",-4.9
2015,"BAL","OF.All",-2.1
2015,"BOS","OF.All",2.8
2015,"CHC","OF.All",-1.3
2015,"CHW","OF.All",0.3
2015,"CIN","OF.All",-5.8
2015,"CLE","OF.All",-1.9
2015,"COL","OF.All",-3.6
2015,"DET","OF.All",3.8
2015,"HOU","OF.All",3.7
2015,"KCR","OF.All",3.9
2015,"LAA","OF.All",5.1
2015,"LAD","OF.All",2.1
2015,"MIA","OF.All",1.5
2015,"MIL","OF.All",0.9
2015,"MIN","OF.All",-3.6
2015,"NYM","OF.All",3.7
2015,"NYY","OF.All",0.2
2015,"OAK","OF.All",0.8
2015,"PHI","OF.All",0.3
2015,"PIT","OF.All",4.9
2015,"SDP","OF.All",0.4
2015,"SEA","OF.All",-1
2015,"SFG","OF.All",-4
2015,"STL","OF.All",5.1
2015,"TBR","OF.All",5.5
2015,"TEX","OF.All",-1.9
2015,"TOR","OF.All",2.8
2015,"WSN","OF.All",3.4
2016,"ARI","OF.All",-7.2
2016,"ATL","OF.All",-0.2
2016,"BAL","OF.All",-3.8
2016,"BOS","OF.All",11.5
2016,"CHC","OF.All",3.7
2016,"CHW","OF.All",1.1
2016,"CIN","OF.All",0.5
2016,"CLE","OF.All",-0.1
2016,"COL","OF.All",-1.4
2016,"DET","OF.All",-3.6
2016,"HOU","OF.All",0.9
2016,"KCR","OF.All",1.5
2016,"LAA","OF.All",4.9
2016,"LAD","OF.All",-0.9
2016,"MIA","OF.All",3.3
2016,"MIL","OF.All",-1
2016,"MIN","OF.All",-2.8
2016,"NYM","OF.All",0.7
2016,"NYY","OF.All",-0.9
2016,"OAK","OF.All",-4.8
2016,"PHI","OF.All",-3.6
2016,"PIT","OF.All",0.6
2016,"SDP","OF.All",-0.5
2016,"SEA","OF.All",-2.1
2016,"SFG","OF.All",-0.6
2016,"STL","OF.All",-0.2
2016,"TBR","OF.All",0.5
2016,"TEX","OF.All",-2.9
2016,"TOR","OF.All",-1
2016,"WSN","OF.All",-3.6
2017,"ARI","OF.All",0.9
2017,"ATL","OF.All",-4.4
2017,"BAL","OF.All",-2.5
2017,"BOS","OF.All",5.3
2017,"CHC","OF.All",-0.5
2017,"CHW","OF.All",-1.2
2017,"CIN","OF.All",-1.5
2017,"CLE","OF.All",0.3
2017,"COL","OF.All",-1.8
2017,"DET","OF.All",1
2017,"HOU","OF.All",6
2017,"KCR","OF.All",-3.7
2017,"LAA","OF.All",3.6
2017,"LAD","OF.All",0.8
2017,"MIA","OF.All",10
2017,"MIL","OF.All",-1.3
2017,"MIN","OF.All",2.1
2017,"NYM","OF.All",4.5
2017,"NYY","OF.All",8.6
2017,"OAK","OF.All",-2
2017,"PHI","OF.All",-0.5
2017,"PIT","OF.All",-2
2017,"SDP","OF.All",-1.5
2017,"SEA","OF.All",0.6
2017,"SFG","OF.All",-9
2017,"STL","OF.All",3
2017,"TBR","OF.All",6.6
2017,"TEX","OF.All",-4.2
2017,"TOR","OF.All",-3.8
2017,"WSN","OF.All",0.6
2018,"ARI","OF.All",-1.1
2018,"ATL","OF.All",3.6
2018,"BAL","OF.All",-5.7
2018,"BOS","OF.All",12.2
2018,"CHC","OF.All",1.6
2018,"CHW","OF.All",-6.6
2018,"CIN","OF.All",-3.8
2018,"CLE","OF.All",-1.2
2018,"COL","OF.All",-5.4
2018,"DET","OF.All",-1
2018,"HOU","OF.All",-0.1
2018,"KCR","OF.All",-2.3
2018,"LAA","OF.All",5
2018,"LAD","OF.All",3.6
2018,"MIA","OF.All",-7.2
2018,"MIL","OF.All",10.8
2018,"MIN","OF.All",2.3
2018,"NYM","OF.All",0.1
2018,"NYY","OF.All",7.4
2018,"OAK","OF.All",1.6
2018,"PHI","OF.All",-6.1
2018,"PIT","OF.All",3
2018,"SDP","OF.All",0.3
2018,"SEA","OF.All",1.1
2018,"SFG","OF.All",-3.9
2018,"STL","OF.All",0.2
2018,"TBR","OF.All",4.5
2018,"TEX","OF.All",-4.3
2018,"TOR","OF.All",-1.8
2018,"WSN","OF.All",-0.5
2019,"ARI","OF.All",0.1
2019,"ATL","OF.All",1.3
2019,"BAL","OF.All",-4.3
2019,"BOS","OF.All",3.7
2019,"CHC","OF.All",-1.4
2019,"CHW","OF.All",-6.7
2019,"CIN","OF.All",-3.1
2019,"CLE","OF.All",-1
2019,"COL","OF.All",-5.9
2019,"DET","OF.All",-6.5
2019,"HOU","OF.All",6.5
2019,"KCR","OF.All",-2
2019,"LAA","OF.All",4.7
2019,"LAD","OF.All",7.7
2019,"MIA","OF.All",-7.7
2019,"MIL","OF.All",5.5
2019,"MIN","OF.All",3.7
2019,"NYM","OF.All",0
2019,"NYY","OF.All",9
2019,"OAK","OF.All",2.7
2019,"PHI","OF.All",1.8
2019,"PIT","OF.All",-1.8
2019,"SDP","OF.All",-2.4
2019,"SEA","OF.All",-5.1
2019,"SFG","OF.All",-2.6
2019,"STL","OF.All",-0.2
2019,"TBR","OF.All",3.2
2019,"TEX","OF.All",0.4
2019,"TOR","OF.All",-4.8
2019,"WSN","OF.All",3.9
2015,"ARI","DH",0
2015,"ATL","DH",-0.1
2015,"BAL","DH",-0.5
2015,"BOS","DH",0.2
2015,"CHC","DH",0
2015,"CHW","DH",-1.4
2015,"CIN","DH",-0.2
2015,"CLE","DH",-1.3
2015,"COL","DH",-0.2
2015,"DET","DH",-2.7
2015,"HOU","DH",-1.2
2015,"KCR","DH",0.4
2015,"LAA","DH",-0.5
2015,"LAD","DH",0
2015,"MIA","DH",0
2015,"MIL","DH",0
2015,"MIN","DH",-0.1
2015,"NYM","DH",-0.1
2015,"NYY","DH",0.5
2015,"OAK","DH",-2.4
2015,"PHI","DH",-0.2
2015,"PIT","DH",0
2015,"SDP","DH",0
2015,"SEA","DH",0.6
2015,"SFG","DH",-0.1
2015,"STL","DH",-0.1
2015,"TBR","DH",-0.1
2015,"TEX","DH",-0.5
2015,"TOR","DH",2.3
2015,"WSN","DH",0
2016,"ARI","DH",0
2016,"ATL","DH",-0.1
2016,"BAL","DH",-0.2
2016,"BOS","DH",2.7
2016,"CHC","DH",0
2016,"CHW","DH",-1.4
2016,"CIN","DH",-0.1
2016,"CLE","DH",0.2
2016,"COL","DH",-0.1
2016,"DET","DH",-0.6
2016,"HOU","DH",0.1
2016,"KCR","DH",-1
2016,"LAA","DH",-0.2
2016,"LAD","DH",-0.2
2016,"MIA","DH",0.1
2016,"MIL","DH",0.1
2016,"MIN","DH",-1.5
2016,"NYM","DH",0
2016,"NYY","DH",-1.4
2016,"OAK","DH",-1.1
2016,"PHI","DH",-0.2
2016,"PIT","DH",0
2016,"SDP","DH",-0.1
2016,"SEA","DH",1.4
2016,"SFG","DH",0.1
2016,"STL","DH",0
2016,"TBR","DH",-0.1
2016,"TEX","DH",-3
2016,"TOR","DH",1.3
2016,"WSN","DH",-0.1
2017,"ARI","DH",0.1
2017,"ATL","DH",-0.1
2017,"BAL","DH",-2
2017,"BOS","DH",-2.5
2017,"CHC","DH",-0.1
2017,"CHW","DH",-1.5
2017,"CIN","DH",0
2017,"CLE","DH",0.3
2017,"COL","DH",-0.1
2017,"DET","DH",-2.5
2017,"HOU","DH",-1.9
2017,"KCR","DH",-2.5
2017,"LAA","DH",-3.8
2017,"LAD","DH",0.2
2017,"MIA","DH",0.2
2017,"MIL","DH",0
2017,"MIN","DH",-0.1
2017,"NYM","DH",0.1
2017,"NYY","DH",-0.7
2017,"OAK","DH",-0.9
2017,"PHI","DH",-0.1
2017,"PIT","DH",0
2017,"SDP","DH",0
2017,"SEA","DH",1.6
2017,"SFG","DH",0
2017,"STL","DH",0
2017,"TBR","DH",0
2017,"TEX","DH",-0.8
2017,"TOR","DH",-2.2
2017,"WSN","DH",-0.1
2018,"ARI","DH",0
2018,"ATL","DH",0
2018,"BAL","DH",-2
2018,"BOS","DH",2.2
2018,"CHC","DH",0
2018,"CHW","DH",-1.1
2018,"CIN","DH",0
2018,"CLE","DH",0
2018,"COL","DH",-0.1
2018,"DET","DH",-3.5
2018,"HOU","DH",-0.9
2018,"KCR","DH",-0.6
2018,"LAA","DH",1.7
2018,"LAD","DH",0.1
2018,"MIA","DH",-0.1
2018,"MIL","DH",-0.1
2018,"MIN","DH",-0.7
2018,"NYM","DH",-0.1
2018,"NYY","DH",1.7
2018,"OAK","DH",0.6
2018,"PHI","DH",-0.1
2018,"PIT","DH",0
2018,"SDP","DH",-0.1
2018,"SEA","DH",0.7
2018,"SFG","DH",0
2018,"STL","DH",0
2018,"TBR","DH",0.7
2018,"TEX","DH",0.2
2018,"TOR","DH",-1
2018,"WSN","DH",-0.1
2019,"ARI","DH",-0.1
2019,"ATL","DH",0.1
2019,"BAL","DH",-1.6
2019,"BOS","DH",0.3
2019,"CHC","DH",0.1
2019,"CHW","DH",-2.6
2019,"CIN","DH",0
2019,"CLE","DH",-1.3
2019,"COL","DH",-0.2
2019,"DET","DH",-2.7
2019,"HOU","DH",2.8
2019,"KCR","DH",0.5
2019,"LAA","DH",0.9
2019,"LAD","DH",0.1
2019,"MIA","DH",0
2019,"MIL","DH",0.1
2019,"MIN","DH",2.9
2019,"NYM","DH",0
2019,"NYY","DH",-0.5
2019,"OAK","DH",-1.9
2019,"PHI","DH",0
2019,"PIT","DH",0
2019,"SDP","DH",-0.1
2019,"SEA","DH",-0.2
2019,"SFG","DH",-0.1
2019,"STL","DH",-0.1
2019,"TBR","DH",1
2019,"TEX","DH",0.2
2019,"TOR","DH",-0.9
2019,"WSN","DH",0.1
2015,"ARI","PH",-0.2
2015,"ATL","PH",-1.7
2015,"BAL","PH",-0.8
2015,"BOS","PH",-0.7
2015,"CHC","PH",-1.2
2015,"CHW","PH",-0.7
2015,"CIN","PH",-2.2
2015,"CLE","PH",-0.9
2015,"COL","PH",-2.5
2015,"DET","PH",-0.5
2015,"HOU","PH",0.1
2015,"KCR","PH",0.1
2015,"LAA","PH",-1.3
2015,"LAD","PH",0.3
2015,"MIA","PH",-1.8
2015,"MIL","PH",-1
2015,"MIN","PH",-1
2015,"NYM","PH",-0.7
2015,"NYY","PH",-0.5
2015,"OAK","PH",-0.5
2015,"PHI","PH",-1.4
2015,"PIT","PH",-1.2
2015,"SDP","PH",-0.5
2015,"SEA","PH",-1.6
2015,"SFG","PH",-0.8
2015,"STL","PH",-1.3
2015,"TBR","PH",-0.1
2015,"TEX","PH",-0.7
2015,"TOR","PH",-0.1
2015,"WSN","PH",-1.5
2016,"ARI","PH",-1
2016,"ATL","PH",-1.9
2016,"BAL","PH",-0.5
2016,"BOS","PH",0
2016,"CHC","PH",0.1
2016,"CHW","PH",-0.9
2016,"CIN","PH",-1.6
2016,"CLE","PH",-0.2
2016,"COL","PH",-1.8
2016,"DET","PH",-0.8
2016,"HOU","PH",-0.9
2016,"KCR","PH",0
2016,"LAA","PH",-1.1
2016,"LAD","PH",-0.5
2016,"MIA","PH",-0.4
2016,"MIL","PH",-1.6
2016,"MIN","PH",-0.9
2016,"NYM","PH",-0.6
2016,"NYY","PH",-0.8
2016,"OAK","PH",-1.9
2016,"PHI","PH",-2.8
2016,"PIT","PH",-0.5
2016,"SDP","PH",-0.8
2016,"SEA","PH",-1.4
2016,"SFG","PH",-0.3
2016,"STL","PH",-0.2
2016,"TBR","PH",-0.6
2016,"TEX","PH",-1.1
2016,"TOR","PH",-0.7
2016,"WSN","PH",-0.7
2017,"ARI","PH",-0.8
2017,"ATL","PH",-1.4
2017,"BAL","PH",-0.6
2017,"BOS","PH",-0.9
2017,"CHC","PH",0
2017,"CHW","PH",-0.8
2017,"CIN","PH",-0.7
2017,"CLE","PH",-0.4
2017,"COL","PH",-1.8
2017,"DET","PH",-0.7
2017,"HOU","PH",0.2
2017,"KCR","PH",-1.1
2017,"LAA","PH",-0.9
2017,"LAD","PH",-0.1
2017,"MIA","PH",-0.6
2017,"MIL","PH",-0.8
2017,"MIN","PH",0
2017,"NYM","PH",-0.4
2017,"NYY","PH",-0.2
2017,"OAK","PH",-0.7
2017,"PHI","PH",-1.4
2017,"PIT","PH",-1.8
2017,"SDP","PH",-1.5
2017,"SEA","PH",-0.8
2017,"SFG","PH",-3
2017,"STL","PH",-0.6
2017,"TBR","PH",-0.1
2017,"TEX","PH",-0.9
2017,"TOR","PH",-1.3
2017,"WSN","PH",-1.1
2018,"ARI","PH",-1
2018,"ATL","PH",-0.8
2018,"BAL","PH",-1.1
2018,"BOS","PH",-0.3
2018,"CHC","PH",0.4
2018,"CHW","PH",-0.9
2018,"CIN","PH",-1.1
2018,"CLE","PH",-0.7
2018,"COL","PH",-2.5
2018,"DET","PH",-1.5
2018,"HOU","PH",-0.4
2018,"KCR","PH",-0.4
2018,"LAA","PH",-0.7
2018,"LAD","PH",1.1
2018,"MIA","PH",-1.7
2018,"MIL","PH",-0.1
2018,"MIN","PH",-0.3
2018,"NYM","PH",-1.3
2018,"NYY","PH",0
2018,"OAK","PH",-0.2
2018,"PHI","PH",-2.5
2018,"PIT","PH",-0.4
2018,"SDP","PH",-1
2018,"SEA","PH",-0.5
2018,"SFG","PH",-1.9
2018,"STL","PH",-0.2
2018,"TBR","PH",0.4
2018,"TEX","PH",-1.1
2018,"TOR","PH",-0.8
2018,"WSN","PH",-1.3
2019,"ARI","PH",-0.2
2019,"ATL","PH",-0.5
2019,"BAL","PH",-1.6
2019,"BOS","PH",-1.1
2019,"CHC","PH",-0.9
2019,"CHW","PH",-1.6
2019,"CIN","PH",-0.9
2019,"CLE","PH",-0.2
2019,"COL","PH",-2.8
2019,"DET","PH",-1.8
2019,"HOU","PH",0.4
2019,"KCR","PH",-1
2019,"LAA","PH",-0.7
2019,"LAD","PH",1.2
2019,"MIA","PH",-2.9
2019,"MIL","PH",-0.7
2019,"MIN","PH",0.6
2019,"NYM","PH",-0.8
2019,"NYY","PH",0.5
2019,"OAK","PH",-0.3
2019,"PHI","PH",-1.2
2019,"PIT","PH",-2.3
2019,"SDP","PH",-1.5
2019,"SEA","PH",-0.4
2019,"SFG","PH",-0.9
2019,"STL","PH",-0.3
2019,"TBR","PH",0
2019,"TEX","PH",-0.4
2019,"TOR","PH",-0.9
2019,"WSN","PH",-0.7
